,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,release_date
885,0.614,0.654,6,0.0782,0.133,0.0,0.1,0.296,84.756,192933,4,iKON,2016-01-13
886,0.443,0.901,1,0.0518,0.0287,0.0,0.309,0.585,135.529,221040,4,iKON,2016-01-13
887,0.539,0.808,7,0.0329,0.0349,0.0,0.197,0.3,144.061,228827,4,iKON,2016-01-13
888,0.664,0.824,2,0.144,0.13,0.0,0.132,0.338,100.984,190240,4,iKON,2016-01-13
889,0.727,0.709,0,0.059,0.639,0.0,0.117,0.646,94.999,211533,4,iKON,2016-01-13
890,0.798,0.67,4,0.0774,0.251,0.0,0.252,0.896,95.043,213320,4,iKON,2016-01-13
891,0.765,0.827,7,0.0875,0.136,0.0,0.331,0.635,81.988,226973,4,iKON,2016-01-13
892,0.794,0.548,5,0.0386,0.178,0.0,0.107,0.707,93.958,210760,4,iKON,2016-01-13
893,0.783,0.781,1,0.063,0.132,0.0,0.093,0.874,105.983,192120,4,iKON,2016-01-13
894,0.678,0.682,0,0.089,0.224,0.0,0.388,0.56,87.001,216120,4,iKON,2016-01-13
895,0.517,0.771,7,0.122,0.317,0.0,0.0872,0.344,191.8,204853,4,iKON,2016-01-13
896,0.672,0.782,6,0.083,0.265,0.0,0.113,0.35,74.999,232640,4,iKON,2016-01-13
897,0.692,0.713,1,0.131,0.177,0.0,0.0788,0.32,84.985,192680,4,iKON,2016-01-13
898,0.491,0.88,1,0.0608,0.044,0.0,0.307,0.753,133.618,221320,4,iKON,2016-01-13
899,0.544,0.83,7,0.0404,0.0368,0.0,0.15,0.172,143.8,228640,4,iKON,2016-01-13
900,0.652,0.791,2,0.149,0.0958,0.0,0.179,0.341,101.023,190200,4,iKON,2016-01-13
901,0.705,0.717,0,0.0499,0.558,0.0,0.109,0.704,95.016,211120,4,iKON,2016-01-13
902,0.731,0.876,5,0.0842,0.0967,0.0,0.0502,0.418,129.973,241701,4,iKON,2015-12-26
903,0.718,0.801,0,0.0559,0.0255,0.0,0.0879,0.78,127.99,228992,4,iKON,2015-12-26
904,0.753,0.842,8,0.134,0.184,0.0,0.109,0.746,97.956,228369,4,iKON,2015-12-26
905,0.764,0.818,7,0.0882,0.122,0.0,0.331,0.618,81.989,226997,4,iKON,2015-12-26
906,0.722,0.794,8,0.0981,0.00074,0.0,0.327,0.532,95.011,205229,4,iKON,2015-12-26
907,0.615,0.772,6,0.0874,0.276,0.0,0.117,0.329,150.076,231567,4,iKON,2015-12-26
908,0.666,0.68,0,0.121,0.237,0.0,0.407,0.559,87.116,216043,4,iKON,2015-12-26
909,0.792,0.55,1,0.0385,0.199,0.0,0.316,0.699,93.961,210903,4,iKON,2015-12-26
910,0.784,0.77,1,0.0637,0.113,0.0,0.0943,0.895,105.986,192107,4,iKON,2015-12-26
911,0.798,0.671,4,0.0775,0.248,0.0,0.25,0.897,95.021,213400,4,iKON,2015-12-26
912,0.699,0.939,7,0.128,0.0177,0.0,0.076,0.487,86.973,229243,4,iKON,2015-12-26
913,0.729,0.878,1,0.085,0.108,0.0,0.049,0.438,129.96,241763,4,iKON,2015-12-24
914,0.718,0.794,0,0.0553,0.0256,0.0,0.0975,0.802,127.993,229068,4,iKON,2015-12-24
915,0.759,0.836,8,0.121,0.185,0.0,0.0964,0.728,97.924,228441,4,iKON,2015-12-24
916,0.764,0.819,2,0.114,0.127,0.0,0.332,0.603,81.975,227056,4,iKON,2015-12-24
917,0.723,0.782,8,0.0791,0.000838,0.0,0.329,0.557,95.001,205296,4,iKON,2015-12-24
918,0.665,0.771,6,0.0791,0.247,0.0,0.112,0.331,75.003,231628,4,iKON,2015-12-24
919,0.677,0.673,0,0.0879,0.247,0.0,0.35,0.536,87.009,216111,4,iKON,2015-12-24
920,0.793,0.541,1,0.0396,0.191,0.0,0.0931,0.709,93.983,210939,4,iKON,2015-12-24
921,0.784,0.776,4,0.0599,0.118,0.0,0.0943,0.897,105.976,192183,4,iKON,2015-12-24
922,0.793,0.667,4,0.102,0.268,0.0,0.231,0.879,94.987,213473,4,iKON,2015-12-24
923,0.604,0.939,7,0.187,0.015,0.0,0.0498,0.507,174.032,229303,4,iKON,2015-12-24
924,0.616,0.773,6,0.0869,0.282,0.0,0.117,0.337,150.092,231567,4,iKON,2015-11-20
925,0.72,0.791,8,0.101,0.000767,0.0,0.328,0.543,95.007,205229,4,iKON,2015-11-20
926,0.797,0.671,7,0.0813,0.249,0.0,0.252,0.894,95.02,213400,4,iKON,2015-11-20
927,0.764,0.819,7,0.0892,0.124,0.0,0.33,0.617,81.992,226997,4,iKON,2015-11-20
928,0.794,0.55,1,0.0376,0.195,0.0,0.168,0.708,93.951,210903,4,iKON,2015-11-20
929,0.784,0.77,1,0.0633,0.112,0.0,0.0922,0.893,105.98,192107,4,iKON,2015-11-20
930,0.664,0.682,0,0.105,0.239,0.0,0.411,0.526,87.084,216043,4,iKON,2015-11-20
931,0.491,0.768,7,0.156,0.291,0.0,0.0989,0.279,192.053,202763,4,iKON,2015-11-20
932,0.519,0.857,4,0.0687,0.0566,0.0,0.435,0.653,158.171,239104,4,iKON,2018-10-01
933,0.625,0.731,0,0.0365,0.183,0.0,0.33,0.616,129.915,201291,4,iKON,2018-10-01
934,0.621,0.541,1,0.0437,0.226,0.0,0.115,0.417,133.483,210575,4,iKON,2018-10-01
935,0.735,0.663,2,0.0567,0.56,0.0,0.0545,0.658,119.926,213129,3,iKON,2018-10-01
936,0.579,0.852,4,0.0521,0.0607,0.0,0.41,0.64,79.01,239104,4,iKON,2018-10-01
937,0.625,0.735,7,0.0366,0.185,0.0,0.318,0.625,129.959,201291,4,iKON,2018-10-01
938,0.5,0.54,1,0.0564,0.219,0.0,0.109,0.425,65.321,210575,4,iKON,2018-10-01
939,0.735,0.66,2,0.057,0.585,0.0,0.0544,0.673,119.908,213129,3,iKON,2018-10-01
940,0.76,0.676,9,0.0664,0.45,0.0,0.202,0.542,127.985,193734,4,iKON,2018-08-02
941,0.444,0.897,0,0.0655,0.0195,0.0,0.351,0.82,172.917,201941,4,iKON,2018-08-02
942,0.816,0.79,8,0.0467,0.239,0.0,0.171,0.891,115.02,212157,4,iKON,2018-08-02
943,0.771,0.87,2,0.0414,0.0794,0.0,0.643,0.911,122.958,226156,4,iKON,2018-08-02
944,0.632,0.492,11,0.05,0.586,0.0,0.154,0.287,86.075,201207,4,iKON,2018-08-02
945,0.76,0.672,9,0.0732,0.465,0.0,0.205,0.505,127.986,193734,4,iKON,2018-08-02
946,0.449,0.897,0,0.0712,0.0207,0.0,0.347,0.793,173.04,201941,4,iKON,2018-08-02
947,0.818,0.785,8,0.0483,0.221,0.0,0.169,0.878,114.981,212157,4,iKON,2018-08-02
948,0.771,0.873,2,0.0419,0.081,0.0,0.648,0.933,122.949,226156,4,iKON,2018-08-02
949,0.623,0.498,11,0.0493,0.593,0.0,0.154,0.278,86.15,201207,4,iKON,2018-08-02
950,0.789,0.697,7,0.0307,0.384,0.0,0.328,0.626,118.013,209648,4,iKON,2018-06-01
951,0.754,0.75,0,0.0318,0.339,0.0,0.344,0.69,130.051,197214,4,iKON,2018-03-08
952,0.753,0.744,0,0.0319,0.338,0.0,0.343,0.691,130.047,197214,4,iKON,2018-03-05
953,0.783,0.94,2,0.0705,0.0704,0.0,0.0998,0.528,125.0,219225,4,iKON,2017-05-24
954,0.718,0.833,6,0.0553,0.0269,0.0,0.483,0.711,129.975,214585,4,iKON,2017-05-24
955,0.814,0.849,7,0.0391,0.00438,0.832,0.0752,0.606,124.965,219225,4,iKON,2017-05-24
956,0.666,0.739,1,0.0317,0.000164,0.873,0.38,0.526,129.977,214585,4,iKON,2017-05-24
957,0.781,0.94,2,0.067,0.069,0.0,0.0992,0.537,125.009,219225,4,iKON,2017-05-22
958,0.716,0.83,6,0.0564,0.027,0.0,0.469,0.695,129.97,214585,4,iKON,2017-05-22
959,0.607,0.713,4,0.0834,0.378,0.0,0.185,0.245,99.901,211144,4,iKON,2016-05-31
960,0.722,0.485,4,0.0313,0.0456,0.334,0.185,0.317,100.001,211144,4,iKON,2016-05-31
961,0.645,0.746,6,0.0658,0.393,0.0,0.17,0.235,99.912,211200,4,iKON,2016-05-30
962,0.721,0.84,2,0.0575,0.102,0.0,0.34,0.855,81.968,226960,4,iKON,2015-10-28
963,0.761,0.625,1,0.0348,0.192,0.0,0.23,0.779,94.005,210733,4,iKON,2015-10-28
964,0.674,0.665,9,0.0529,0.189,0.0,0.311,0.681,87.038,218640,4,iKON,2015-10-28
965,0.816,0.641,7,0.055,0.00479,0.51,0.334,0.568,164.042,227000,4,iKON,2015-10-28
966,0.773,0.531,1,0.0409,0.0289,0.889,0.08,0.453,94.043,210760,4,iKON,2015-10-28
967,0.703,0.506,0,0.0366,0.00794,0.927,0.337,0.468,86.968,217493,4,iKON,2015-10-28
968,0.797,0.67,4,0.079,0.252,0.0,0.252,0.89,95.022,213400,4,iKON,2015-10-07
969,0.764,0.818,7,0.088,0.124,0.0,0.331,0.617,81.99,226997,4,iKON,2015-10-07
970,0.789,0.55,1,0.0386,0.196,0.0,0.175,0.716,93.986,210903,4,iKON,2015-10-07
971,0.784,0.767,1,0.0631,0.111,0.0,0.0921,0.892,105.979,192107,4,iKON,2015-10-07
972,0.665,0.684,0,0.103,0.239,0.0,0.411,0.549,87.111,216043,4,iKON,2015-10-07
973,0.49,0.77,7,0.16,0.297,0.0,0.11,0.28,191.965,202763,4,iKON,2015-10-07
974,0.797,0.676,4,0.0998,0.248,0.0,0.222,0.891,95.017,213473,4,iKON,2015-10-01
975,0.762,0.819,7,0.0897,0.129,0.0,0.334,0.606,81.981,227030,4,iKON,2015-10-01
976,0.791,0.542,5,0.0388,0.223,0.0,0.112,0.71,93.98,210965,4,iKON,2015-10-01
977,0.781,0.776,1,0.062,0.119,0.0,0.0949,0.879,105.982,192183,4,iKON,2015-10-01
978,0.677,0.684,0,0.0746,0.217,0.0,0.355,0.565,86.997,216111,4,iKON,2015-10-01
979,0.679,0.734,7,0.041,0.315,0.0,0.0866,0.295,95.922,202815,4,iKON,2015-10-01
980,0.687,0.859,6,0.103,0.0858,0.0,0.342,0.43,129.87,196062,4,iKON,2015-01-07
981,0.713,0.868,11,0.122,0.017,3.65e-05,0.35,0.472,125.991,224925,4,iKON,2015-01-07
982,0.582,0.728,0,0.183,0.0365,0.0,0.406,0.357,75.022,233934,4,iKON,2015-01-07
983,0.647,0.829,8,0.153,0.0685,0.0,0.446,0.382,130.002,234367,4,iKON,2015-01-07
984,0.631,0.857,11,0.151,0.0585,0.0,0.576,0.382,128.015,215649,4,iKON,2015-01-07
985,0.551,0.478,4,0.123,0.546,0.0,0.627,0.478,128.176,241608,4,iKON,2015-01-07
986,0.653,0.72,8,0.0866,0.158,0.0,0.49,0.499,128.007,203236,4,iKON,2015-01-07
987,0.606,0.959,11,0.117,0.0774,0.0,0.872,0.372,128.1,235135,4,iKON,2015-01-07
988,0.7,0.895,1,0.104,0.14,0.0,0.419,0.535,128.074,232265,4,iKON,2015-01-07
989,0.518,0.802,6,0.134,0.0427,0.0,0.252,0.433,155.935,227427,4,iKON,2015-01-07
990,0.499,0.617,3,0.0438,0.541,0.0,0.41,0.469,125.964,281415,4,iKON,2015-01-07
991,0.543,0.708,7,0.0522,0.145,1.57e-05,0.942,0.181,124.921,252319,4,iKON,2015-01-07
992,0.243,0.834,9,0.192,0.1,0.0,0.61,0.523,74.807,235068,4,iKON,2015-01-07
993,0.556,0.925,2,0.128,0.0302,0.0,0.519,0.297,129.927,242042,4,iKON,2015-01-07
994,0.4,0.766,1,0.0675,0.0222,0.0,0.391,0.383,132.414,230330,4,iKON,2015-01-07
995,0.567,0.733,1,0.285,0.304,0.0,0.921,0.259,85.33,210577,4,iKON,2015-01-07
996,0.494,0.841,9,0.169,0.0174,0.000433,0.858,0.214,140.013,306673,4,iKON,2015-01-07
997,0.577,0.934,1,0.168,0.0362,0.0,0.742,0.294,131.971,234267,4,iKON,2015-01-07
998,0.528,0.908,7,0.17,0.044,1.51e-05,0.899,0.254,155.968,242109,4,iKON,2015-01-07
999,0.614,0.754,2,0.105,0.0261,0.0,0.378,0.342,127.962,298031,4,iKON,2015-01-07
1000,0.53,0.83,11,0.0752,0.0265,0.0,0.459,0.448,141.046,226927,4,iKON,2015-01-07
1001,0.771,0.779,5,0.087,0.222,0.0,0.373,0.718,115.98,219252,4,iKON,2015-01-07
1002,0.632,0.421,4,0.0421,0.583,0.0,0.462,0.39,124.948,255122,4,iKON,2015-01-07
1003,0.47,0.566,5,0.0689,0.25,0.0,0.891,0.454,181.741,219486,3,iKON,2015-01-07
1004,0.71,0.781,0,0.158,0.601,0.0,0.394,0.483,112.994,150851,4,iKON,2015-01-07
1005,0.683,0.858,1,0.106,0.0713,0.0,0.339,0.331,128.086,220253,4,iKON,2015-01-07
1006,0.44,0.933,9,0.465,0.348,0.0,0.431,0.199,97.934,341975,4,iKON,2015-01-07
1007,0.583,0.822,5,0.0429,0.0462,0.0,0.945,0.367,125.016,192058,4,iKON,2015-01-07
1008,0.694,0.808,0,0.0777,0.0281,0.000185,0.419,0.313,128.017,239439,4,iKON,2015-01-07
1009,0.636,0.775,1,0.0484,0.00369,7e-06,0.49,0.505,127.961,248448,4,iKON,2015-01-07
1010,0.682,0.835,11,0.0915,0.0278,0.0,0.373,0.516,129.991,222722,4,iKON,2015-01-07
1011,0.523,0.86,3,0.0943,0.149,0.0,0.934,0.348,129.938,222089,4,iKON,2015-01-07
1012,0.538,0.716,3,0.0547,0.391,0.0,0.86,0.389,125.031,223256,4,iKON,2015-01-07
1013,0.599,0.759,6,0.0468,0.00154,1.25e-06,0.41,0.538,127.966,218351,4,iKON,2015-01-07
1014,0.567,0.942,11,0.145,0.0427,0.0,0.14,0.453,132.057,223190,4,iKON,2015-01-07
1015,0.555,0.911,2,0.0715,0.0106,0.0,0.307,0.326,129.882,234735,4,iKON,2015-01-07
1016,0.737,0.747,7,0.0273,0.229,0.0,0.223,0.594,118.02,211867,4,iKON,2018-09-26
1017,0.737,0.846,3,0.0965,0.231,0.0,0.0915,0.749,110.002,198147,4,iKON,2018-09-26
1018,0.564,0.791,10,0.283,0.0395,0.0,0.409,0.32,171.593,208840,4,iKON,2018-09-26
1019,0.683,0.799,5,0.0365,0.217,0.0,0.0886,0.713,87.015,225093,4,iKON,2018-09-26
1020,0.732,0.794,4,0.0395,0.236,0.0,0.112,0.748,102.071,232160,4,iKON,2018-09-26
1021,0.618,0.824,0,0.0349,0.0221,0.0,0.14,0.421,130.088,216733,4,iKON,2018-09-26
1022,0.538,0.699,7,0.122,0.219,0.0,0.0458,0.603,171.439,219147,4,iKON,2018-09-26
1023,0.651,0.589,3,0.101,0.233,0.0,0.0923,0.349,139.64,254453,4,iKON,2018-09-26
1024,0.72,0.806,0,0.0374,0.267,0.0,0.0744,0.715,130.067,199627,4,iKON,2018-09-26
1025,0.622,0.695,4,0.0387,0.253,0.0,0.169,0.235,99.95,213813,4,iKON,2018-09-26
1026,0.688,0.984,2,0.0555,0.0499,0.0,0.294,0.974,160.003,211267,4,iKON,2018-09-26
1027,0.529,0.991,7,0.126,0.0376,0.0,0.869,0.213,124.983,221653,4,iKON,2018-03-07
1028,0.446,0.976,2,0.122,0.000354,1.03e-06,0.474,0.103,100.996,185280,4,iKON,2018-03-07
1029,0.282,0.969,1,0.125,0.00241,0.0,0.496,0.264,132.917,222080,4,iKON,2018-03-07
1030,0.596,0.587,8,0.0358,0.75,0.0,0.983,0.673,94.022,217587,4,iKON,2018-03-07
1031,0.457,0.792,6,0.0476,0.227,0.0,0.641,0.319,99.68,214333,4,iKON,2018-03-07
1032,0.449,0.888,10,0.113,0.00837,1.23e-06,0.698,0.203,87.391,193200,4,iKON,2018-03-07
1033,0.513,0.973,10,0.0771,0.187,0.0,0.943,0.267,100.998,233053,4,iKON,2018-03-07
1034,0.497,0.948,8,0.102,0.00121,0.0,0.909,0.526,94.97,217507,4,iKON,2018-03-07
1035,0.589,0.892,8,0.0508,0.0679,0.0,0.948,0.34,93.007,228653,4,iKON,2018-03-07
1036,0.532,0.725,2,0.0471,0.54,0.0,0.729,0.641,119.869,220280,3,iKON,2018-03-07
1037,0.422,0.768,0,0.156,0.175,0.0,0.968,0.45,173.66,218573,4,iKON,2018-03-07
1038,0.544,0.667,8,0.0294,0.553,0.0,0.842,0.469,115.451,218267,3,iKON,2018-03-07
1039,0.46,0.802,6,0.0756,0.256,0.0,0.663,0.295,149.922,231027,4,iKON,2018-03-07
1040,0.376,0.978,7,0.299,0.0059,0.0,0.949,0.28,174.26,228707,4,iKON,2018-03-07
1041,0.52,0.952,1,0.0921,0.0316,0.0,0.984,0.43,130.02,215040,4,iKON,2018-03-07
1042,0.499,0.949,1,0.0768,0.0396,0.0,0.957,0.257,129.984,243040,4,iKON,2018-03-07
1043,0.51,0.955,0,0.0944,0.0538,0.0,0.727,0.477,127.954,229813,4,iKON,2018-03-07
1044,0.525,0.907,8,0.0364,0.0856,0.0,0.934,0.312,100.001,207547,4,iKON,2018-03-07
1045,0.553,0.884,0,0.0977,0.591,0.0,0.389,0.458,95.159,213347,4,iKON,2018-03-07
1046,0.807,0.71,7,0.0305,0.33,0.0,0.294,0.76,117.987,209648,4,iKON,2018-01-27
1047,0.746,0.858,0,0.0985,0.271,0.0,0.0819,0.709,110.018,196016,4,iKON,2018-01-27
1048,0.625,0.716,10,0.299,0.0177,0.0,0.778,0.295,170.824,206933,4,iKON,2018-01-27
1049,0.602,0.729,7,0.0656,0.235,0.0,0.113,0.763,173.829,223086,4,iKON,2018-01-27
1050,0.535,0.747,4,0.0552,0.192,0.0,0.168,0.556,101.959,230149,4,iKON,2018-01-27
1051,0.676,0.772,0,0.0327,0.0507,0.0,0.161,0.367,130.001,214739,4,iKON,2018-01-27
1052,0.585,0.717,7,0.205,0.151,0.0,0.0975,0.557,172.15,216916,4,iKON,2018-01-27
1053,0.664,0.514,3,0.0731,0.339,0.0,0.0887,0.341,139.853,253563,4,iKON,2018-01-27
1054,0.672,0.779,7,0.209,0.0521,0.0,0.0928,0.329,101.037,188060,4,iKON,2018-01-27
1055,0.692,0.984,2,0.047,0.0938,0.0,0.365,0.973,159.917,208808,4,iKON,2018-01-27
1056,0.682,0.634,8,0.0333,0.383,0.0,0.0535,0.674,77.005,216430,4,iKON,2018-01-27
1057,0.737,0.722,0,0.109,0.289,0.0,0.131,0.526,94.985,206776,4,iKON,2018-01-27
1058,0.806,0.707,7,0.0307,0.331,0.0,0.294,0.746,118.011,209648,4,iKON,2018-01-25
1059,0.746,0.859,0,0.0998,0.268,0.0,0.0812,0.702,110.02,196016,4,iKON,2018-01-25
1060,0.63,0.716,10,0.299,0.0168,0.0,0.78,0.281,170.884,206933,4,iKON,2018-01-25
1061,0.591,0.728,7,0.069,0.233,0.0,0.113,0.745,173.902,223086,4,iKON,2018-01-25
1062,0.457,0.745,4,0.0864,0.19,0.0,0.17,0.568,67.927,230149,5,iKON,2018-01-25
1063,0.674,0.775,0,0.033,0.05,0.0,0.166,0.358,130.012,214739,4,iKON,2018-01-25
1064,0.601,0.718,0,0.212,0.15,0.0,0.112,0.556,171.791,216916,4,iKON,2018-01-25
1065,0.657,0.517,3,0.0759,0.344,0.0,0.0893,0.348,139.779,253563,4,iKON,2018-01-25
1066,0.673,0.778,7,0.198,0.0528,0.0,0.0946,0.325,101.032,188060,4,iKON,2018-01-25
1067,0.695,0.984,2,0.0445,0.0955,0.0,0.367,0.973,159.921,208808,4,iKON,2018-01-25
1068,0.672,0.633,8,0.0367,0.386,0.0,0.0541,0.67,77.014,216430,4,iKON,2018-01-25
1069,0.737,0.722,0,0.108,0.289,0.0,0.128,0.529,94.981,206776,4,iKON,2018-01-25
1070,0.809,0.937,2,0.064,0.133,0.0,0.123,0.629,125.01,219787,4,iKON,2017-11-29
1071,0.725,0.865,2,0.156,0.00944,0.0,0.0616,0.132,101.006,186240,4,iKON,2017-11-29
1072,0.443,0.9,1,0.0517,0.0293,0.0,0.308,0.579,135.532,221040,4,iKON,2017-11-29
1073,0.743,0.482,8,0.0358,0.743,0.0,0.129,0.777,94.025,213173,4,iKON,2017-11-29
1074,0.656,0.7,4,0.0464,0.294,0.0,0.166,0.219,99.915,211400,4,iKON,2017-11-29
1075,0.698,0.934,5,0.0566,0.109,0.0,0.351,0.654,100.978,210933,4,iKON,2017-11-29
1076,0.669,0.937,9,0.0737,0.0288,0.0,0.146,0.674,95.007,208133,4,iKON,2017-11-29
1077,0.746,0.775,8,0.0736,0.162,0.0,0.079,0.497,93.014,222360,4,iKON,2017-11-29
1078,0.703,0.572,2,0.04,0.504,0.0,0.0434,0.761,119.96,212933,3,iKON,2017-11-29
1079,0.683,0.665,9,0.0456,0.19,0.0,0.311,0.676,87.041,218640,4,iKON,2017-11-29
1080,0.397,0.557,5,0.0364,0.324,0.0,0.0746,0.589,80.731,221293,4,iKON,2017-11-29
1081,0.574,0.823,6,0.0667,0.477,0.0,0.0919,0.462,149.926,233507,4,iKON,2017-11-29
1082,0.59,0.91,7,0.108,0.00625,0.0,0.0591,0.724,174.071,230240,4,iKON,2017-11-29
1083,0.723,0.87,1,0.0461,0.0502,0.0,0.481,0.716,130.006,214920,4,iKON,2017-11-29
1084,0.644,0.864,5,0.0497,0.0405,0.0,0.139,0.429,129.961,241320,4,iKON,2017-11-29
1085,0.683,0.835,0,0.04,0.00934,0.0,0.0905,0.838,128.033,230120,4,iKON,2017-11-29
1086,0.791,0.78,10,0.0383,0.185,0.0,0.107,0.519,99.985,204960,4,iKON,2017-11-29
1087,0.727,0.709,0,0.059,0.639,0.0,0.114,0.645,94.999,211533,4,iKON,2017-11-29
1088,0.683,0.633,0,0.128,0.238,0.0,0.277,0.932,93.633,213893,4,iKON,2017-11-29
1089,0.644,0.812,7,0.0397,0.2,0.0,0.0892,0.297,95.972,204640,4,iKON,2017-11-29
1090,0.589,0.981,2,0.248,0.124,3.45e-06,0.946,0.276,124.97,216813,4,iKON,2017-09-27
1091,0.514,0.978,2,0.131,0.0106,0.0,0.483,0.106,101.045,186000,4,iKON,2017-09-27
1092,0.355,0.958,1,0.1,0.0479,0.0,0.65,0.319,132.76,220613,4,iKON,2017-09-27
1093,0.399,0.498,8,0.0631,0.757,0.0,0.931,0.768,187.615,215053,4,iKON,2017-09-27
1094,0.51,0.795,9,0.0514,0.227,0.0,0.775,0.285,99.929,210387,4,iKON,2017-09-27
1095,0.641,0.871,1,0.0545,0.162,0.0,0.698,0.787,106.022,194667,4,iKON,2017-09-27
1096,0.595,0.838,10,0.182,0.0528,0.0,0.946,0.114,88.032,194147,4,iKON,2017-09-27
1097,0.574,0.947,0,0.181,0.45,2.57e-06,0.976,0.244,100.979,233147,4,iKON,2017-09-27
1098,0.575,0.923,11,0.0954,0.0189,0.0,0.862,0.521,95.011,219133,4,iKON,2017-09-27
1099,0.386,0.612,8,0.0383,0.559,0.0,0.929,0.517,115.428,219000,3,iKON,2017-09-27
1100,0.513,0.758,6,0.0734,0.341,0.0,0.377,0.335,149.956,234213,4,iKON,2017-09-27
1101,0.472,0.751,7,0.0468,0.0394,0.0,0.942,0.202,143.989,231120,4,iKON,2017-09-27
1102,0.59,0.783,7,0.105,0.287,0.0,0.969,0.506,87.024,217333,4,iKON,2017-09-27
1103,0.442,0.669,1,0.0803,0.157,0.0,0.763,0.102,170.251,202973,4,iKON,2017-09-27
1104,0.457,0.963,7,0.342,0.0594,0.0,0.72,0.377,173.946,227147,4,iKON,2017-09-27
1105,0.545,0.949,5,0.113,0.21,0.0,0.802,0.256,130.02,243120,4,iKON,2017-09-27
1106,0.597,0.919,0,0.0746,0.126,0.0,0.979,0.607,128.04,230107,4,iKON,2017-09-27
1107,0.617,0.978,2,0.0526,0.136,0.0,0.972,0.883,160.065,209027,4,iKON,2017-09-27
1108,0.659,0.878,0,0.0808,0.392,0.0,0.677,0.665,95.039,242147,4,iKON,2017-09-27
1109,0.577,0.861,7,0.0807,0.315,0.0,0.835,0.302,95.994,202773,4,iKON,2017-09-27
1110,0.581,0.831,0,0.0482,0.533,1.89e-06,0.855,0.332,94.961,206853,4,iKON,2017-09-27
1111,0.6,0.936,9,0.0759,0.0489,0.0,0.884,0.61,129.98,214307,4,iKON,2017-09-27
1112,0.81,0.937,2,0.0647,0.133,0.0,0.125,0.63,125.014,219787,4,iKON,2017-08-16
1113,0.721,0.871,1,0.0461,0.0501,0.0,0.488,0.725,130.009,214920,4,iKON,2017-08-16
1114,0.791,0.78,10,0.0382,0.185,0.0,0.107,0.518,100.016,204960,4,iKON,2017-08-16
1115,0.703,0.572,2,0.0402,0.499,0.0,0.0434,0.763,119.956,212933,3,iKON,2017-08-16
1116,0.739,0.482,8,0.0364,0.748,0.0,0.126,0.778,94.031,213173,4,iKON,2017-08-16
1117,0.781,0.939,2,0.0631,0.0839,0.0,0.132,0.562,125.016,219587,4,iKON,2017-08-16
1118,0.716,0.843,1,0.0453,0.0195,0.0,0.467,0.714,129.982,214787,4,iKON,2017-08-16
1119,0.814,0.853,7,0.0392,0.00469,0.777,0.0821,0.608,124.963,219587,4,iKON,2017-08-16
1120,0.658,0.737,1,0.0311,0.000189,0.852,0.388,0.514,129.982,214787,4,iKON,2017-08-16
1121,0.739,0.612,10,0.072,0.0031,0.829,0.0674,0.187,100.002,202693,4,iKON,2017-08-16
1122,0.689,0.55,2,0.0342,0.0969,0.951,0.0614,0.68,120.021,214920,3,iKON,2017-08-16
1123,0.589,0.926,1,0.0699,0.0702,0.0,0.977,0.323,129.991,252907,4,iKON,2017-02-01
1124,0.39,0.925,4,0.235,0.0192,0.0,0.531,0.148,201.993,187547,4,iKON,2017-02-01
1125,0.602,0.876,0,0.0587,0.0231,0.0,0.98,0.55,128.092,230773,4,iKON,2017-02-01
1126,0.649,0.856,4,0.0861,0.295,0.0,0.781,0.678,95.022,231253,4,iKON,2017-02-01
1127,0.624,0.779,5,0.0432,0.0971,0.0,0.974,0.377,93.948,222000,4,iKON,2017-02-01
1128,0.59,0.846,1,0.188,0.41,0.0,0.966,0.322,88.063,205800,4,iKON,2017-02-01
1129,0.623,0.936,0,0.127,0.275,0.0,0.975,0.459,100.982,217360,4,iKON,2017-02-01
1130,0.642,0.928,2,0.0648,0.148,0.0,0.954,0.437,129.962,220613,4,iKON,2017-02-01
1131,0.694,0.91,0,0.0574,0.0516,0.0,0.987,0.503,112.045,192920,4,iKON,2017-02-01
1132,0.67,0.823,9,0.0733,0.256,0.0,0.903,0.389,139.941,209573,4,iKON,2017-02-01
1133,0.56,0.742,6,0.0585,0.397,0.0,0.87,0.284,74.946,235440,4,iKON,2017-02-01
1134,0.634,0.861,11,0.147,0.227,0.0,0.882,0.523,97.999,234507,4,iKON,2017-02-01
1135,0.407,0.631,8,0.0354,0.441,0.0,0.843,0.507,115.338,221027,3,iKON,2017-02-01
1136,0.451,0.692,0,0.26,0.233,0.0,0.972,0.517,173.654,218667,4,iKON,2017-02-01
1137,0.563,0.679,4,0.048,0.3,0.0,0.765,0.229,99.835,215013,4,iKON,2017-02-01
1138,0.649,0.871,1,0.081,0.201,0.0,0.956,0.861,106.098,200493,4,iKON,2017-02-01
1139,0.631,0.979,2,0.0631,0.104,0.0,0.963,0.923,160.023,210787,4,iKON,2017-02-01
1140,0.492,0.943,7,0.138,0.0275,0.0,0.925,0.504,174.009,228667,4,iKON,2017-02-01
1141,0.39,0.873,1,0.0561,0.0331,0.0,0.957,0.425,133.716,224373,4,iKON,2017-02-01
1142,0.432,0.748,1,0.11,0.128,0.0,0.959,0.13,170.53,206720,4,iKON,2017-02-01
1143,0.406,0.905,7,0.259,0.272,0.0,0.962,0.393,191.94,307760,4,iKON,2017-02-01
